web-scraper-order,headline,headline-href,head,date
1545827608-399,Non-alcoholic liver disease emerges as a big worry; 1 in 5 may have it in some form,https://timesofindia.indiatimes.com/city/mumbai/non-alcoholic-liver-disease-emerges-as-a-big-worry-1-in-5-may-have-it-in-some-form/articleshow/65062233.cms,Non-alcoholic liver disease emerges as a big worry; 1 in 5 may have it in some form,"Jul 20, 2018, 06:02 IST"
1545827803-403,Gay couples too face domestic violence: Study,https://timesofindia.indiatimes.com/life-style/relationships/love-sex/gay-couples-too-face-domestic-violence-study/articleshow/64959751.cms,Gay couples too face domestic violence: Study,"Jul 12, 2018, 14:30 IST"
1545827820-407,"Homosexuals in city battle social stigma, health issues",https://timesofindia.indiatimes.com/city/visakhapatnam/homosexuals-in-city-battle-social-stigma-health-issues/articleshow/64992487.cms,"Homosexuals in city battle social stigma, health issues","Jul 15, 2018, 00:08 IST"
1545827824-408,Rainbow-makers from Gujarat,https://timesofindia.indiatimes.com/city/ahmedabad/rainbow-makers-from-gujarat/articleshow/64992340.cms,Rainbow-makers from Gujarat,"Jul 15, 2018, 07:07 IST"
1545827842-411,"HIV+ve man, 2 daughters end lives in Kushinagar district",https://timesofindia.indiatimes.com/city/lucknow/hivve-man-2-daughters-end-lives-in-kushinagar-district/articleshow/64994283.cms,"HIV+ve man, 2 daughters end lives in Kushinagar district","Jul 15, 2018, 09:46 IST"
1545827838-409,HIV+ dream starts brewing from Jodhpur Park address,https://timesofindia.indiatimes.com/city/kolkata/hiv-dream-starts-brewing-from-jodhpur-park-address/articleshow/64994192.cms,HIV+ dream starts brewing from Jodhpur Park address,"Jul 15, 2018, 09:33 IST"
1545827807-404,Youth gets high on drugs sold over the counter in Trichy,https://timesofindia.indiatimes.com/city/trichy/youth-gets-high-on-drugs-sold-over-the-counter-in-trichy/articleshow/64968217.cms,Youth gets high on drugs sold over the counter in Trichy,"Jul 13, 2018, 10:01 IST"
1545827801-402,"HC asks sonography centres to install observer devices, CMO to track due dates of expectant moms",https://timesofindia.indiatimes.com/city/dehradun/hc-asks-sonography-centres-to-install-observer-devices-cmo-to-track-due-dates-of-expectant-moms/articleshow/64952006.cms,"HC asks sonography centres to install observer devices, CMO to track due dates of expectant moms","Jul 12, 2018, 12:18 IST"
1545827840-410,HIV+ dream starts brewing from Jodhpur Park address,https://timesofindia.indiatimes.com/city/jodhpur/hiv-dream-starts-brewing-from-jodhpur-park-address/articleshow/64995253.cms,HIV+ dream starts brewing from Jodhpur Park address,"Jul 15, 2018, 09:33 IST"
1545827811-406,"Devices, disposables & consumables may enter essential medicines list",https://timesofindia.indiatimes.com/india/devices-disposables-consumables-may-enter-essential-medicines-list/articleshow/64982410.cms,"Devices, disposables & consumables may enter essential medicines list","Jul 14, 2018, 02:39 IST"
1545827809-405,"At Sion hospital, ‘palatable’ oral pellets for HIV+ kids",https://timesofindia.indiatimes.com/city/mumbai/at-sion-hosp-palatable-oral-pellets-for-hiv-kids/articleshow/64967800.cms,"At Sion hospital, ‘palatable’ oral pellets for HIV+ kids","Jul 13, 2018, 04:48 IST"
1545827981-416,RTE opens school gates for 68 HIV positive kids in MP,https://timesofindia.indiatimes.com/india/rte-opens-school-gates-for-68-hiv-positive-kids-in-mp/articleshow/64939041.cms,RTE opens school gates for 68 HIV positive kids in MP,"Jul 11, 2018, 02:45 IST"
1545827991-418,Addicts brought to hospital by MP leave de-addiction centre,https://timesofindia.indiatimes.com/city/ludhiana/addicts-brought-to-hospital-by-mp-leave-de-addiction-centre/articleshow/64938646.cms,Addicts brought to hospital by MP leave de-addiction centre,"Jul 11, 2018, 12:09 IST"
1545828004-421,"Section 377: After long battle, it’ll be another fight for right to marry or adopt",https://timesofindia.indiatimes.com/india/after-long-battle-itll-be-another-fight-for-right-to-marry-or-adopt/articleshow/64954252.cms,"Section 377: After long battle, it’ll be another fight for right to marry or adopt",null
1545827973-414,Chinese cancer warriors to get helping hand from India,https://timesofindia.indiatimes.com/india/chinese-cancer-warriors-to-get-helping-hand-from-india/articleshow/64925982.cms,Chinese cancer warriors to get helping hand from India,"Jul 10, 2018, 08:42 IST"
1545828000-419,MP: RTE opens school gates for 68 HIV+ kids,https://timesofindia.indiatimes.com/city/bhopal/mp-rte-opens-school-gates-for-68-hiv-kids/articleshow/64940168.cms,MP: RTE opens school gates for 68 HIV+ kids,"Jul 11, 2018, 07:58 IST"
1545828009-423,"HC asks sonography centres to install observer devices, CMO to track due dates of expectant moms",https://timesofindia.indiatimes.com/city/dehradun/hc-asks-sonography-centres-to-install-observer-devices-cmo-to-track-due-dates-of-expectant-moms/articleshow/64952006.cms,"HC asks sonography centres to install observer devices, CMO to track due dates of expectant moms","Jul 12, 2018, 12:18 IST"
1545827983-417,Patient group opposes Gilead’s hep C drug patents,https://timesofindia.indiatimes.com/business/india-business/patient-group-opposes-gileads-hep-c-drug-patents/articleshow/64938250.cms,Patient group opposes Gilead’s hep C drug patents,"Jul 11, 2018, 09:29 IST"
1545828002-420,A cup of THIS tea is equivalent to 10 cups of green tea!,https://timesofindia.indiatimes.com/life-style/health-fitness/diet/a-cup-of-this-tea-is-equivalent-to-10-cups-of-green-tea/articleshow/64944542.cms,A cup of THIS tea is equivalent to 10 cups of green tea!,"Jul 11, 2018, 13:42 IST"
1545828007-422,Civil Hospital doctor marks probe into addicts fleeing incident,https://timesofindia.indiatimes.com/city/ludhiana/civil-hosp-doc-marks-probe-into-addicts-fleeing-incident/articleshow/64953753.cms,Civil Hospital doctor marks probe into addicts fleeing incident,"Jul 12, 2018, 09:49 IST"
1545827977-415,"Nursing home to pay Rs 30,000 damages",https://timesofindia.indiatimes.com/city/kolkata/nursing-home-to-pay-rs-30000-damages/articleshow/64928756.cms,"Nursing home to pay  Rs 30,000 damages","Jul 10, 2018, 12:26 IST"
1545828155-430,Sacha Baron Cohen teases new project 'mocking' Trump,https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/sacha-baron-cohen-teases-new-project-mocking-trump/articleshow/64866604.cms,Sacha Baron Cohen teases new project 'mocking' Trump,"Jul 5, 2018, 12:26 IST"
1545828188-433,"Pinarayi Vijayan gets award, woos two US institutes for healthcare research",https://timesofindia.indiatimes.com/city/thiruvananthapuram/pinarayi-vijayan-gets-award-woos-two-us-institutes-for-healthcare-research/articleshow/64902402.cms,"Pinarayi Vijayan gets award, woos two US institutes for healthcare research","Jul 8, 2018, 07:31 IST"
1545828146-426,"'Now, few takers for ‘government condoms’ as users look for other options'",https://timesofindia.indiatimes.com/city/bhubaneswar/now-few-takers-for-government-condoms-as-users-look-for-other-options/articleshow/64804497.cms,"'Now, few takers for ‘government condoms’ as users look for other options'","Jun 30, 2018, 14:44 IST"
1545828194-435,Government not to ban syringes; chemists to keep record,https://timesofindia.indiatimes.com/city/chandigarh/govt-not-to-ban-syringes-chemists-to-keep-record/articleshow/64924258.cms,Government not to ban syringes; chemists to keep record,"Jul 10, 2018, 08:39 IST"
1545828192-434,"Why should a woman's bodily integrity be subject to religion, asks SC",https://timesofindia.indiatimes.com/india/why-should-a-womans-bodily-integrity-be-subject-to-religion-asks-sc/articleshow/64924883.cms,"Why should a woman's bodily integrity be subject to religion, asks SC","Jul 10, 2018, 09:37 IST"
1545828186-432,Pollution-related deaths in Bihar alarming: Study,https://timesofindia.indiatimes.com/city/patna/pollution-related-deaths-in-state-alarming-study/articleshow/64900399.cms,Pollution-related deaths in Bihar alarming: Study,"Jul 8, 2018, 07:15 IST"
1545828167-431,Counselling centre for mental health patients to be set up at Meerut district hospital,https://timesofindia.indiatimes.com/city/meerut/counselling-centre-for-mental-health-patients-to-be-set-up-at-meerut-dist-hosp/articleshow/64875675.cms,Counselling centre for mental health patients to be set up at Meerut district hospital,"Jul 6, 2018, 15:24 IST"
1545828153-429,‘Used syringes put 90% addicts at risk of Hepatitis C’,https://timesofindia.indiatimes.com/city/ludhiana/used-syringes-put-90-addicts-at-risk-of-hepatitis-c/articleshow/64862333.cms,‘Used syringes put 90% addicts at risk of Hepatitis C’,"Jul 5, 2018, 14:51 IST"
1545828148-427,"'Now, few takers for ‘government condoms’ as users look for other options'",https://timesofindia.indiatimes.com/india/now-few-takers-for-government-condoms-as-users-look-for-other-options/articleshow/64804429.cms,"'Now, few takers for ‘government condoms’ as users look for other options'","Jun 30, 2018, 14:44 IST"
1545828151-428,Meet doctors in old Delhi who treat poor free of cost,https://timesofindia.indiatimes.com/city/delhi/meet-doctors-in-old-delhi-who-treat-poor-free-of-cost/articleshow/64817038.cms,Meet doctors in old Delhi who treat poor free of cost,"Jul 1, 2018, 19:31 IST"
1545828385-447,"'Now, few takers for ‘government condoms’ as users look for other options'",https://timesofindia.indiatimes.com/city/patna/now-few-takers-for-government-condoms-as-users-look-for-other-options/articleshow/64804498.cms,"'Now, few takers for ‘government condoms’ as users look for other options'","Jun 30, 2018, 14:44 IST"
1545828360-443,Performing music for a social cause,https://timesofindia.indiatimes.com/life-style/spotlight/performing-music-for-a-social-cause/articleshow/64795155.cms,Performing music for a social cause,"Jun 30, 2018, 00:00 IST"
1545828349-438,Most people with STDs in country are from Telangana and Andhra Pradesh,https://timesofindia.indiatimes.com/city/hyderabad/most-people-with-sexually-transmitted-diseases-in-country-are-from-telangana-and-andhra-pradesh/articleshow/64706363.cms,Most people with STDs in country are from Telangana and Andhra Pradesh,"Jun 23, 2018, 09:56 IST"
1545828357-442,Zero risk blood-transfusion not possible: Centre to court,https://timesofindia.indiatimes.com/city/kochi/zero-risk-blood-transfusion-not-possible-centre-to-court/articleshow/64785144.cms,Zero risk blood-transfusion not possible: Centre to court,"Jun 28, 2018, 23:17 IST"
1545828383-446,"'Now, few takers for ‘government condoms’ as users look for other options'",https://timesofindia.indiatimes.com/city/guwahati/now-few-takers-for-government-condoms-as-users-look-for-other-options/articleshow/64804500.cms,"'Now, few takers for ‘government condoms’ as users look for other options'","Jun 30, 2018, 14:44 IST"
1545828351-439,Most people with STDs in country are from Telangana and Andhra Pradesh,https://timesofindia.indiatimes.com/city/amaravati/most-people-with-sexually-transmitted-diseases-in-country-are-from-telangana-and-andhra-pradesh/articleshow/64707351.cms,Most people with STDs in country are from Telangana and Andhra Pradesh,"Jun 23, 2018, 09:56 IST"
1545828353-440,Chennai welcomes Miss India World 2018,https://timesofindia.indiatimes.com/entertainment/events/chennai/chennai-welcomes-miss-india-world-2018/articleshow/64781114.cms,Chennai welcomes Miss India World 2018,"Jun 28, 2018, 20:00 IST"
1545828372-444,Ignou to open study centres in 11 major jails in Odisha,https://timesofindia.indiatimes.com/home/education/news/ignou-to-open-study-centres-in-11-major-jails-in-odisha/articleshow/64802182.cms,Ignou to open study centres in 11 major jails in Odisha,"Jun 30, 2018, 09:10 IST"
1545828375-445,"'Now, few takers for ‘government condoms’ as users look for other options'",https://timesofindia.indiatimes.com/city/ranchi/now-few-takers-for-government-condoms-as-users-look-for-other-options/articleshow/64804502.cms,"'Now, few takers for ‘government condoms’ as users look for other options'","Jun 30, 2018, 14:44 IST"
1545828355-441,Chennai welcomes Miss India World 2018,https://timesofindia.indiatimes.com/city/chennai/chennai-welcomes-miss-india-world-2018/articleshow/64782467.cms,Chennai welcomes Miss India World 2018,"Jun 28, 2018, 20:00 IST"
1545828766-453,More horror hubs: Rehab home inmates cry torture,"Jun 18, 2018, 05:53 IST",More horror hubs: Rehab home inmates cry torture,https://timesofindia.indiatimes.com/city/hyderabad/more-horror-hubs-rehab-home-inmates-cry-torture/articleshow/64627110.cms
1545828774-457,Quota to be sought for sickle cell patients,"Jun 20, 2018, 08:29 IST",Quota to be sought for sickle cell patients,https://timesofindia.indiatimes.com/city/nagpur/quota-to-be-sought-for-sickle-cell-patients/articleshow/64654899.cms
1545828763-452,Indian-American indicted for multi-million dollar fraud scheme in US,"Jun 16, 2018, 10:39 IST",Indian-American indicted for multi-million dollar fraud scheme in US,https://timesofindia.indiatimes.com/business/india-business/indian-american-indicted-for-multi-million-dollar-fraud-scheme-in-us/articleshow/64610778.cms
1545828770-455,‘State failed to release Rs 323-cr fund’,"Jun 18, 2018, 23:35 IST",‘State failed to release Rs 323-cr fund’,https://timesofindia.indiatimes.com/city/thiruvananthapuram/state-failed-to-release-rs-323-cr-fund/articleshow/64639823.cms
1545828761-451,Humble mussel holds the answer to viral diseases,"Jun 15, 2018, 13:27 IST",Humble mussel holds the answer to viral diseases,https://timesofindia.indiatimes.com/city/goa/humble-mussel-holds-the-answer-to-viral-diseases/articleshow/64593879.cms
1545828784-459,Knife painting artist does live art at a shelter home in Panvel,"Jun 23, 2018, 04:49 IST",Knife painting artist does live art at a shelter home in Panvel,https://timesofindia.indiatimes.com/city/navi-mumbai/knife-painting-artist-does-live-art-at-a-shelter-home-in-panvel/articleshow/64703581.cms
1545828782-458,"HIV+ women, widow to get dairy booths in Rajasthan","Jun 22, 2018, 09:31 IST","HIV+ women, widow to get dairy booths in Rajasthan",https://timesofindia.indiatimes.com/city/jaipur/hiv-women-widow-to-get-dairy-booths-in-state/articleshow/64688666.cms
1545828772-456,Recurring pain can be first sign of sickle cell disease,"Jun 19, 2018, 09:27 IST",Recurring pain can be first sign of sickle cell disease,https://timesofindia.indiatimes.com/city/hyderabad/recurring-pain-can-be-first-sign-of-sickle-cell-disease/articleshow/64642816.cms
1545828768-454,Photo: House-hunt end signals start of an HIV+ dream,"Jun 18, 2018, 14:15 IST",Photo: House-hunt end signals start of an HIV+ dream,https://timesofindia.indiatimes.com/city/kolkata/house-hunt-end-signals-start-of-an-hiv-dream/articleshow/64627679.cms
